variable,species,spearman_r,qvalue
Tea_coffee,Flavonifractor_sp_An100,0.0806448697832411,0.151631135040539
Tea_coffee,Haemophilus_parainfluenzae,-0.0928138196548206,0.0795333372249914
Tea_coffee,Intestinimonas_butyriciproducens,-0.0996755863867727,0.0531520650327669
Tea_coffee,Lawsonibacter_asaccharolyticus,0.380371431514554,6.01113949807984e-31
Tea_coffee,Parasutterella_excrementihominis,0.088729709109684,0.100337809350495
Tea_coffee,Phascolarctobacterium_faecium,-0.118887308865463,0.0126808606116247
Tea_coffee,Proteobacteria_bacterium_CAG_139,0.095777436946912,0.0670840172497571
Tea_coffee,Roseburia_hominis,0.0784426195846195,0.168601041790949
Tea_coffee,Ruminococcus_gnavus,-0.0792318280586789,0.162294564791954
Tea_coffee,Streptococcus_australis,-0.0763073403243721,0.185320015412635
Tea_coffee,Victivallis_vadensis,-0.0902777314209195,0.0918769951019215
Vegetable_oils,Agathobaculum_butyriciproducens,0.0764420933970466,0.184182452806269
Vegetable_oils,Bacteroides_sp_CAG_144,0.103987563803826,0.0403821187847219
Vegetable_oils,Clostridium_innocuum,-0.11257657662409,0.021206667288626
Vegetable_oils,Clostridium_symbiosum,-0.111126586906907,0.0238673508313686
Vegetable_oils,Desulfovibrio_piger,-0.0827900929190263,0.13676923017479
Vegetable_oils,Eggerthella_lenta,-0.0771367367997671,0.178535072071503
Vegetable_oils,Eubacterium_ramulus,0.109141911165289,0.0278080052624355
Vegetable_oils,Eubacterium_sp_CAG_38,0.0863843459658392,0.113602440467012
Vegetable_oils,Faecalibacterium_prausnitzii,0.0916893103664258,0.0847905207600088
Vegetable_oils,Firmicutes_bacterium_CAG_95,0.0877008647289792,0.105930018686946
Vegetable_oils,Flavonifractor_sp_An100,0.0892663532950029,0.0972332166384843
Vegetable_oils,Oscillibacter_sp_PC13,0.147883455809885,0.000721720732355208
Vegetable_oils,Roseburia_hominis,0.0919277994655124,0.0836098589925602
Vegetable_oils,Sutterella_parvirubra,0.0990055897534102,0.0555232206048722
Vegetables,Agathobaculum_butyriciproducens,0.100272072306922,0.0512126788905316
Vegetables,Alistipes_indistinctus,0.0778261581860595,0.173434108503329
Vegetables,Anaerostipes_hadrus,0.115373125480877,0.0170216757011109
Vegetables,Bifidobacterium_adolescentis,-0.0766585437274168,0.182696154153998
Vegetables,Bifidobacterium_bifidum,-0.112607255463329,0.0211725546577989
Vegetables,Bifidobacterium_catenulatum,-0.0902216009205334,0.0921739874347184
Vegetables,Bifidobacterium_longum,-0.0828005059011058,0.136698017994119
Vegetables,Clostridium_innocuum,-0.0992085086948452,0.0548412056970118
Vegetables,Clostridium_spiroforme,-0.0878058364182372,0.105367584786913
Vegetables,Clostridium_symbiosum,-0.094004433857098,0.0740920856330966
Vegetables,Collinsella_aerofaciens,-0.107359424052058,0.0317758600308513
Vegetables,Collinsella_intestinalis,-0.0963143518877106,0.0649058870388749
Vegetables,Collinsella_stercoris,-0.0939820750483517,0.0741882995729019
Vegetables,Eisenbergiella_tayi,-0.0865170438502691,0.112746149377314
Vegetables,Escherichia_coli,-0.0871459321093712,0.108931219771625
Vegetables,Eubacterium_eligens,0.109421361307055,0.0272611981072807
Vegetables,Firmicutes_bacterium_CAG_94,-0.0966478313841894,0.0637448209680156
Vegetables,Firmicutes_bacterium_CAG_95,0.113826618095204,0.0191975209496197
Vegetables,Flavonifractor_plautii,-0.0867745620301054,0.111176400111309
Vegetables,Lactococcus_lactis,0.0813999604111457,0.146235119890785
Vegetables,Oscillibacter_sp_PC13,0.111502469901585,0.0231338217055147
Vegetables,Parabacteroides_merdae,-0.0984338587528085,0.0576602207075882
Vegetables,Pseudoflavonifractor_sp_An184,-0.0986629744478201,0.0567855861537574
Vegetables,Roseburia_hominis,0.0871997318036695,0.108676800469098
Vegetables,Roseburia_sp_CAG_182,0.136567696026626,0.00239956633137222
Vegetables,Ruminococcus_lactaris,0.0935820914126927,0.0759951717460236
Vegetables,Ruthenibacterium_lactatiformans,-0.0882000238673818,0.103283039554551
Whole_grain,[Collinsella]_massiliensis,-0.0942727853976021,0.0729857305917245
Whole_grain,Anaeromassilibacillus_sp_An250,-0.0904578646693525,0.0909436895998549
Whole_grain,Anaerotruncus_colihominis,-0.0852762524003068,0.120108587501246
Whole_grain,Bacteroides_salyersiae,-0.0826955537650305,0.137511545628073
Whole_grain,Bifidobacterium_animalis,0.101371679084438,0.047812721073569
Whole_grain,Clostridium_innocuum,-0.0792934524278166,0.161731488332712
Whole_grain,Clostridium_symbiosum,-0.0899440435114062,0.0936828480463615
Whole_grain,Enorma_massiliensis,-0.0937887935328374,0.0751190344286936
Whole_grain,Faecalibacterium_prausnitzii,0.076214725535184,0.186185039111708
Whole_grain,Firmicutes_bacterium_CAG_95,0.0960796464902232,0.0658108641256443
Whole_grain,Flavonifractor_plautii,-0.076541977112603,0.183463037672369
Whole_grain,Haemophilus_parainfluenzae,0.110583087915242,0.0249188816660362
Whole_grain,Oscillibacter_sp_57_20,0.130736136856639,0.00428892548439345
Whole_grain,Pseudoflavonifractor_capillosus,-0.0808512587073271,0.150127619948534
Whole_grain,Roseburia_hominis,0.114396124524061,0.0183946507962119
Whole_grain,Streptococcus_salivarius,0.0765437503355378,0.183463037672369
Whole_grain,Veillonella_atypica,0.0786008076454687,0.167404052990307
Whole_grain,Veillonella_infantium,0.0934228937647889,0.0768024889825807
Whole_grain,Veillonella_parvula,0.0839867762427456,0.128470612316163
